HeavyHiggsMass,MedMass,TanBeta,DarkMatterMass,ExpLimit,ObsLimit,Sigma1Plus,Sigma1Minus,Sigma2Plus,Sigma2Minus
1088,100,1.0,10,1.24184989681,1.18294377652,1.72830129939,0.894826843568,2.31690883085,0.666534048364
1052,100,1.0,10,1.12564853702,0.997767934643,1.56657363015,0.81109468341,2.10010373634,0.604164332736
1064,150,1.0,10,1.25290318953,1.11056567536,1.7436748979,0.902788998909,2.33752062308,0.672465156392
1080,200,1.0,10,1.42971983013,1.26729485725,1.98975196141,1.0301955849,2.6674044859,0.767367165475
997,100,1.0,10,0.97387053946,0.814716015576,1.35534646046,0.701730551786,1.81694124038,0.522703584603
1010,150,1.0,10,1.08918936961,0.911188897768,1.51583695887,0.784824498092,2.03209051311,0.584598429401
1027,200,1.0,10,1.2584974593,1.05282785967,1.75146491022,0.906820856319,2.34796704703,0.675470821364
1047,250,1.0,10,1.48760580287,1.24449423548,2.07031753993,1.07190678698,2.77541236041,0.798439683848
1072,300,1.0,10,1.80728572491,1.51193055457,2.51521964269,1.30225482504,3.37183622842,0.970020848292
963,100,1.0,10,0.943457760239,0.751235224772,1.3130202971,0.67981278887,1.76019762162,0.506379191541
976,150,1.0,10,1.05620121882,0.841008038162,1.46992657921,0.761050601772,1.97054171546,0.566891642459
993,200,1.0,10,1.2206317915,0.971937098717,1.69876637309,0.87953180029,2.27731782685,0.655145959678
1015,250,1.0,10,1.45217807607,1.15630754164,2.021011824,1.04637353089,2.70931090229,0.779423087204
1040,300,1.0,10,1.77901778943,1.41655608258,2.47587816316,1.2818793759,3.31909176411,0.954846764654
1068,350,1.0,10,2.30578257305,1.83599644048,3.20898236966,1.66144214142,4.30187038796,1.2375756122
882,100,1.0,10,0.832286409453,0.765089302264,1.15830216559,0.599708427919,1.55278711925,0.446709131464
896,150,1.0,10,0.94020503969,0.864294802404,1.30849371226,0.677469774671,1.75412965838,0.504631785294
914,200,1.0,10,1.10569814396,1.01642633097,1.53881228876,0.79671671691,2.0628882272,0.593456113113
938,250,1.0,10,1.34633217529,1.2376320614,1.8737053213,0.970106856403,2.51183635378,0.722610473818
964,300,1.0,10,1.68407505042,1.54810626564,2.34374580163,1.21346929316,3.14195932606,0.903885603018
995,350,1.0,10,2.21540607267,2.03653870485,3.08320503913,1.59632270569,4.13325746339,1.18906437895
1027,400,1.0,10,3.05372769077,2.80717594532,4.24990647108,2.2003798355,5.69730440155,1.63901275928
1062,450,1.0,10,4.09998808415,3.76896340847,5.70599858752,2.95426836304,7.64930030557,2.20056713084
850,100,1.0,10,0.792535379401,0.855510876934,1.10298176076,0.571067149453,1.47862431548,0.425373398661
864,150,1.0,10,0.903183271381,0.974950939245,1.25697186631,0.650795295235,1.68505883915,0.484760867145
884,200,1.0,10,1.07221677816,1.15741598418,1.49221798879,0.772593621702,2.0004227456,0.57548534347
907,250,1.0,10,1.31077591591,1.41493122254,1.82422383312,0.94448914878,2.44549983733,0.70352595067
935,300,1.0,10,1.65390257769,1.78532300434,2.3017576561,1.19173156815,3.08566737884,0.887690542038
966,350,1.0,10,2.21106354417,2.38675642854,3.07716579536,1.59319796724,4.12515630778,1.18673265432
1035,450,1.0,10,4.14172264438,4.47082725088,5.76408909132,2.98434846674,7.72716520817,2.22296528754
1073,500,1.0,10,5.54807286524,5.98892718937,7.72132492352,3.9977043782,10.3509769479,2.9777883386
824,250,1.0,10,1.38890622116,2.25254919673,1.93295667691,1.00078329093,2.59125709649,0.745461089383
853,300,1.0,10,1.80029915168,2.91975249747,2.5054969246,1.29721451472,3.35878541078,0.96626607785
887,350,1.0,10,2.47055441138,4.0067826539,3.43829883717,1.78017027829,4.6092684684,1.3260090241
922,400,1.0,10,3.54332309389,5.74661519063,4.93128328495,2.55315909217,6.61071350412,1.90179110249
960,450,1.0,10,4.91166240547,7.96580866115,6.83561675852,3.53912279403,9.16359929116,2.63621341144
600,100,1.0,10,0.84513,1.08834,1.17618,0.608963,1.57675,0.453603
500,100,1.0,10,0.743511,0.757809,1.03475,0.535741,1.38716,0.399062
500,150,1.0,10,1.30001,1.2813,1.80924,0.93673,2.42541,0.697749
600,200,1.0,10,1.53223,1.66311,2.13242,1.10406,2.85866,0.822387
